ID,Term,Uzbek Meaning,Difficulty,Category,Type,Question,Option A,Option B,Option C,Option D,Correct,Explanation
2427,strategic evidence,strategik dalil,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,critical impact,strategic evidence,significant evidence,reliable assumption,B,The best answer in this context is 'strategic evidence' (strategik dalil).
2428,strategic analysis,strategik tahlil,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'strategic analysis'.,strategik tahlil,tanqidiy omil,tizimli tahlil,samarali talqin,A,'strategic analysis' means 'strategik tahlil' in Uzbek. Remember it together with its context.
2429,strategic analysis,strategik tahlil,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'strategik tahlil'.,critical factor,systematic analysis,effective interpretation,strategic analysis,D,The English word or phrase for 'strategik tahlil' is 'strategic analysis'.
2430,strategic analysis,strategik tahlil,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,systematic analysis,effective interpretation,strategic analysis,critical factor,C,The best answer in this context is 'strategic analysis' (strategik tahlil).
2431,strategic approach,strategik yondashuv,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'strategic approach'.,tahliliy usul,strategik yondashuv,ishonchli tahlil,akademik baholash,B,'strategic approach' means 'strategik yondashuv' in Uzbek. Remember it together with its context.
2432,strategic approach,strategik yondashuv,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'strategik yondashuv'.,strategic approach,reliable analysis,academic evaluation,analytical method,A,The English word or phrase for 'strategik yondashuv' is 'strategic approach'.
2433,strategic approach,strategik yondashuv,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,reliable analysis,academic evaluation,analytical method,strategic approach,D,The best answer in this context is 'strategic approach' (strategik yondashuv).
2434,strategic outcome,strategik natija,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'strategic outcome'.,ishonchli model,ishonchli,strategik natija,avtomatlashtirilgan tavsiya,C,'strategic outcome' means 'strategik natija' in Uzbek. Remember it together with its context.
2435,strategic outcome,strategik natija,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'strategik natija'.,reliable,strategic outcome,automated recommendation,reliable model,B,The English word or phrase for 'strategik natija' is 'strategic outcome'.
2436,strategic outcome,strategik natija,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,strategic outcome,automated recommendation,reliable model,reliable,A,The best answer in this context is 'strategic outcome' (strategik natija).
2437,strategic factor,strategik omil,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'strategic factor'.,qayta tiklanuvchi ta’sir,barqaror iste’mol,shahar xavf,strategik omil,D,'strategic factor' means 'strategik omil' in Uzbek. Remember it together with its context.
2438,strategic factor,strategik omil,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'strategik omil'.,sustainable consumption,urban risk,strategic factor,renewable impact,C,The English word or phrase for 'strategik omil' is 'strategic factor'.
2439,strategic factor,strategik omil,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,urban risk,strategic factor,renewable impact,sustainable consumption,B,The best answer in this context is 'strategic factor' (strategik omil).
2440,strategic impact,strategik ta’sir,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'strategic impact'.,strategik ta’sir,qayta tiklanuvchi infratuzilma,barqaror boshqaruv,shahar rejalashtirish,A,'strategic impact' means 'strategik ta’sir' in Uzbek. Remember it together with its context.
2441,strategic impact,strategik ta’sir,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'strategik ta’sir'.,renewable infrastructure,sustainable management,urban planning,strategic impact,D,The English word or phrase for 'strategik ta’sir' is 'strategic impact'.
2442,strategic impact,strategik ta’sir,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,sustainable management,urban planning,strategic impact,renewable infrastructure,C,The best answer in this context is 'strategic impact' (strategik ta’sir).
2443,strategic method,strategik usul,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'strategic method'.,jamoat boshqaruv,strategik usul,qayta tiklanuvchi texnologiya,barqaror infratuzilma,B,'strategic method' means 'strategik usul' in Uzbek. Remember it together with its context.
2444,strategic method,strategik usul,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'strategik usul'.,strategic method,renewable technology,sustainable infrastructure,public management,A,The English word or phrase for 'strategik usul' is 'strategic method'.
2445,strategic method,strategik usul,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,renewable technology,sustainable infrastructure,public management,strategic method,D,The best answer in this context is 'strategic method' (strategik usul).
2446,strategic assumption,strategik taxmin,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'strategic assumption'.,algoritm,sezilarli taxmin,strategik taxmin,yondashuv,C,'strategic assumption' means 'strategik taxmin' in Uzbek. Remember it together with its context.
2447,strategic assumption,strategik taxmin,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'strategik taxmin'.,significant assumption,strategic assumption,approach,algorithm,B,The English word or phrase for 'strategik taxmin' is 'strategic assumption'.
2448,strategic assumption,strategik taxmin,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,strategic assumption,approach,algorithm,significant assumption,A,The best answer in this context is 'strategic assumption' (strategik taxmin).
2449,strategic interpretation,strategik talqin,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'strategic interpretation'.,uzoq muddatli taxmin,ekologik infratuzilma,shahar boshqaruv,strategik talqin,D,'strategic interpretation' means 'strategik talqin' in Uzbek. Remember it together with its context.
2450,strategic interpretation,strategik talqin,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'strategik talqin'.,environmental infrastructure,urban management,strategic interpretation,long-term assumption,C,The English word or phrase for 'strategik talqin' is 'strategic interpretation'.
2451,strategic interpretation,strategik talqin,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,urban management,strategic interpretation,long-term assumption,environmental infrastructure,B,The best answer in this context is 'strategic interpretation' (strategik talqin).
2452,strategic evaluation,strategik baholash,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'strategic evaluation'.,strategik baholash,ishonchli model,ishonchli,"samarali, ta’sirchan",A,'strategic evaluation' means 'strategik baholash' in Uzbek. Remember it together with its context.
2453,strategic evaluation,strategik baholash,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'strategik baholash'.,reliable model,reliable,effective,strategic evaluation,D,The English word or phrase for 'strategik baholash' is 'strategic evaluation'.
2454,strategic evaluation,strategik baholash,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,reliable,effective,strategic evaluation,reliable model,C,The best answer in this context is 'strategic evaluation' (strategik baholash).
2455,measurable evidence,o‘lchanadigan dalil,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'measurable evidence'.,barqaror texnologiya,o‘lchanadigan dalil,uzoq muddatli natija,ekologik siyosat,B,'measurable evidence' means 'o‘lchanadigan dalil' in Uzbek. Remember it together with its context.
2456,measurable evidence,o‘lchanadigan dalil,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'o‘lchanadigan dalil'.,measurable evidence,long-term outcome,environmental policy,sustainable technology,A,The English word or phrase for 'o‘lchanadigan dalil' is 'measurable evidence'.
2457,measurable evidence,o‘lchanadigan dalil,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,long-term outcome,environmental policy,sustainable technology,measurable evidence,D,The best answer in this context is 'measurable evidence' (o‘lchanadigan dalil).
2458,measurable analysis,o‘lchanadigan tahlil,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'measurable analysis'.,jamoat samaradorlik,suv siyosat,o‘lchanadigan tahlil,barqaror strategiya,C,'measurable analysis' means 'o‘lchanadigan tahlil' in Uzbek. Remember it together with its context.
2459,measurable analysis,o‘lchanadigan tahlil,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'o‘lchanadigan tahlil'.,water policy,measurable analysis,sustainable strategy,public efficiency,B,The English word or phrase for 'o‘lchanadigan tahlil' is 'measurable analysis'.
2460,measurable analysis,o‘lchanadigan tahlil,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,measurable analysis,sustainable strategy,public efficiency,water policy,A,The best answer in this context is 'measurable analysis' (o‘lchanadigan tahlil).
2461,measurable approach,o‘lchanadigan yondashuv,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'measurable approach'.,qayta tiklanuvchi infratuzilma,barqaror boshqaruv,shahar rejalashtirish,o‘lchanadigan yondashuv,D,'measurable approach' means 'o‘lchanadigan yondashuv' in Uzbek. Remember it together with its context.
2462,measurable approach,o‘lchanadigan yondashuv,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'o‘lchanadigan yondashuv'.,sustainable management,urban planning,measurable approach,renewable infrastructure,C,The English word or phrase for 'o‘lchanadigan yondashuv' is 'measurable approach'.
2463,measurable approach,o‘lchanadigan yondashuv,High,Academic,Context,The lesson uses the vocabulary item _____ in a academic context.,urban planning,measurable approach,renewable infrastructure,sustainable management,B,The best answer in this context is 'measurable approach' (o‘lchanadigan yondashuv).
2464,measurable outcome,o‘lchanadigan natija,High,Academic,EN→UZ,Choose the best Uzbek meaning of 'measurable outcome'.,o‘lchanadigan natija,akademik dalil,tanqidiy talqin,tizimli ta’sir,A,'measurable outcome' means 'o‘lchanadigan natija' in Uzbek. Remember it together with its context.
2465,measurable outcome,o‘lchanadigan natija,High,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'o‘lchanadigan natija'.,academic evidence,critical interpretation,systematic impact,measurable outcome,D,The English word or phrase for 'o‘lchanadigan natija' is 'measurable outcome'.
